"t","icu","deaths","cases_imported","cases_community","cases_dorms","logcases_imported","logcases_community","logcases_dorms","infns_dorms","cumcases_imported","cumcases_community","cumcases_dorms","logcumcases_imported","logcumcases_community","logcumcases_dorms","cuminfns_dorms","logcuminfns_dorms"
183,0,0.0141694623921987,0.255311911600319,10.2491945335315,316.165291492045,538.581227686809,593,3219.5,46281.5,2.77305469336426,3.50778779569931,4.66540741274049,247764.679928367,5.39403939564172,-0.301029995663981,0.845098040014257,-0.301029995663981
184,0,0.0163764917408057,0.438294924553308,11.1538119873955,296.771917862964,505.673802478193,594,3226.5,46603,2.77378644498119,3.50873124705042,4.66841382627048,248284.279650495,5.39494922266702,-0.301029995663981,0.845098040014257,-0.301029995663981
185,0,0.0188061530684743,0.627629254801114,12.2060217274495,279.705899281709,474.716532905308,595,3238,46873.5,2.77451696572855,3.51027582957702,4.67092738306528,248772.331746618,5.39580207683085,0,1.07918124604762,0
186,0.0363851829806358,0.0210341076233731,0.800851513181309,13.3705098946144,264.343992414584,445.602095828861,596.5,3251,47153,2.7756102954348,3.51201565456906,4.67350931711172,249230.695127188,5.39660152877133,0,1.07918124604762,0
187,0.0630370188331604,0.0226614391386799,0.936604030604513,14.5753869127536,249.988714956731,418.227900335421,597.5,3260.5,47412,2.77633775755889,3.5132827287512,4.67588827534267,249661.126774321,5.39735092624535,0,1.09656229917723,0
188,0.0709698988541558,0.023392003693465,1.01815697794344,15.7214241314239,236.033447072591,392.496059663363,597.5,3272,47636,2.77633775755889,3.51481199689675,4.67793528314282,250065.286262339,5.39805340771979,0,1.04139268515823,0
189,0.059229482193678,0.0230854846103772,1.0361234002705,16.6985197305795,222.089394315091,368.31332895405,597.5,3298,47836.5,2.77633775755889,3.51824865487426,4.67975939259209,250444.740239754,5.39871191520765,0,1.30102999566398,0
190,0.0321800527576557,0.0217750182367891,0.989863327222076,17.4057850677575,208.048570513258,345.591015622671,599,3324,48040.5,2.77742682238931,3.52165975730649,4.68160747930048,250800.966842924,5.39932920637613,0,1.4231685560649,0
191,0,0.019647225591148,0.887339807089965,17.7707143092744,194.072965449626,324.244868166703,599.5,3345.5,48232,2.77778903638648,3.5244609129569,4.68333526628347,251135.360017618,5.39990786595612,0,1.32221929473392,0
192,0,0.0169915885066581,0.743498947373119,17.7630740590232,180.517884701674,304.194948365606,600.5,3358.5,48410.5,2.77851286119319,3.52614523231307,4.68493953297161,251449.233729815,5.40045031648341,0,1.04139268515823,0
193,0,0.0141330422575114,0.577531636061007,17.4003753797927,167.812722966332,285.365491065209,601.5,3383.5,48576.5,2.77923548163028,3.52936408958543,4.68642618512193,251743.826051475,5.4009588284028,-0.301029995663981,1.36172783601759,-0.301029995663981
194,0,0.0113647676524172,0.409577344446512,16.7437565749251,156.331496170658,267.684755075661,601.5,3405,48731,2.77923548163028,3.53211591757433,4.68780528322518,252020.303110671,5.40143552956624,-0.301029995663981,1.20411998265592,-0.301029995663981
195,0,0.00889685699511222,0.257510862582661,15.8853212858984,146.286261295361,251.084868134023,601.5,3437,48893,2.77923548163028,3.53617863141219,4.689246665291,252279.762898601,5.40188241415624,0,1.41497334797082,0
